"SUID","EdgeBetweenness","interaction","name","selected","shared interaction","shared name","stringdb::coexpression","stringdb::cooccurrence","stringdb::databases","stringdb::experiments","stringdb::fusion","stringdb::interspecies","stringdb::neighborhood","stringdb::score","stringdb::textmining"
"52474","350.05698125","pp","ilvD (pp) 83332.Rv2995c","false","pp","ilvD (pp) 83332.Rv2995c","0.303","0.63",,,,,"0.163","0.939","0.752"
"52475","298.56563236","pp","ilvD (pp) ilvB1","false","pp","ilvD (pp) ilvB1","0.355","0.772","0.179","0.262","0.681",,"0.115","0.992","0.774"
"52476","3322.89694187","pp","ilvD (pp) 83332.Rv3859c","false","pp","ilvD (pp) 83332.Rv3859c","0.612",,,,,,"0.275","0.876","0.597"
"52477","418.5865306","pp","ilvD (pp) ilvA","false","pp","ilvD (pp) ilvA","0.326","0.599",,,"0.056",,"0.249","0.982","0.923"
"52478","2573.04158792","pp","ilvD (pp) 83332.Rv3396c","false","pp","ilvD (pp) 83332.Rv3396c","0.606",,,,,,"0.089","0.841","0.595"
"52479","321.51651299","pp","ilvD (pp) ilvE","false","pp","ilvD (pp) ilvE","0.355",,"0.994","0.243",,,"0.136","0.999","0.892"
"52480","2459.07321067","pp","ilvD (pp) 83332.Rv2534c","false","pp","ilvD (pp) 83332.Rv2534c","0.107",,,,"0.774",,,"0.798","0.079"
"52481","404.27882146","pp","ilvD (pp) ilvB2","false","pp","ilvD (pp) ilvB2","0.355","0.729","0.179","0.262","0.025",,"0.115","0.95","0.573"
"52482","268.65045692","pp","ilvD (pp) 83332.Rv2987c","false","pp","ilvD (pp) 83332.Rv2987c","0.093","0.619",,,,,"0.163","0.881","0.638"
"52483","356.56079446","pp","ilvD (pp) 83332.Rv1436","false","pp","ilvD (pp) 83332.Rv1436","0.612",,,,,,"0.087","0.791","0.459"
"52484","406.39013418","pp","ilvD (pp) ilvN","false","pp","ilvD (pp) ilvN","0.415","0.65","0.197","0.2",,,"0.249","0.972","0.775"
"52485","343.9957513","pp","ilvD (pp) 83332.Rv2988c","false","pp","ilvD (pp) 83332.Rv2988c","0.735","0.559",,,,,"0.163","0.978","0.808"
"52486","1983.75938188","pp","Rv2800 (pp) 83332.Rv2785c","false","pp","Rv2800 (pp) 83332.Rv2785c",,,,,,,,"0.792","0.792"
"52487","2163.9829084","pp","Rv2800 (pp) 83332.Rv2793c","false","pp","Rv2800 (pp) 83332.Rv2793c","0.07",,,,,,"0.374","0.911","0.86"
"52488","3293.42351801","pp","Rv2800 (pp) 83332.Rv2790c","false","pp","Rv2800 (pp) 83332.Rv2790c","0.069",,,,,,"0.225","0.894","0.865"
"52489","2820.71151661","pp","Rv2800 (pp) 83332.Rv2831","false","pp","Rv2800 (pp) 83332.Rv2831",,,,,,,"0.074","0.869","0.865"
"52490","1286.91816598","pp","Rv2800 (pp) 83332.Rv2838c","false","pp","Rv2800 (pp) 83332.Rv2838c",,,,,,,,"0.858","0.858"
"52491","632.59051542","pp","fba (pp) 83332.Rv3068c","false","pp","fba (pp) 83332.Rv3068c","0.078",,"0.945",,,,"0.042","0.965","0.368"
"52492","778.1878459","pp","fba (pp) 83332.Rv1023","false","pp","fba (pp) 83332.Rv1023","0.07",,"0.892",,,,,"0.938","0.438"
"52493","250.81765261","pp","fba (pp) 83332.Rv0478","false","pp","fba (pp) 83332.Rv0478",,,"0.945",,,,"0.068","0.956","0.217"
"52494","339.44133211","pp","fba (pp) ppgK","false","pp","fba (pp) ppgK","0.085",,"0.945",,,,"0.083","0.978","0.592"
"52495","181.39586615","pp","fba (pp) 83332.Rv2497c","false","pp","fba (pp) 83332.Rv2497c","0.075",,"0.945",,,,"0.071","0.962","0.294"
"52496","104.7811337","pp","fba (pp) 83332.Rv2241","false","pp","fba (pp) 83332.Rv2241","0.085",,"0.945",,,,"0.044","0.97","0.455"
"52497","857.70436036","pp","fba (pp) 83332.Rv1127c","false","pp","fba (pp) 83332.Rv1127c","0.147",,"0.952",,,,"0.351","0.991","0.71"
"52498","2663.35993285","pp","fba (pp) 83332.Rv2455c","false","pp","fba (pp) 83332.Rv2455c","0.07",,"0.952",,,,"0.062","0.973","0.445"
"52499","1878.17840708","pp","fba (pp) 83332.Rv0408","false","pp","fba (pp) 83332.Rv0408","0.07",,,,,,"0.068","0.783","0.77"
"52500","399.67424884","pp","fba (pp) 83332.Rv3010c","false","pp","fba (pp) 83332.Rv3010c","0.27","0.221","0.994",,,,"0.163","0.999","0.778"
"52501","914.717531","pp","fba (pp) 83332.Rv1437","false","pp","fba (pp) 83332.Rv1437","0.818","0.221","0.487","0.217",,,"0.163","0.992","0.88"
"52502","363.8512448","pp","fba (pp) 83332.Rv1099c","false","pp","fba (pp) 83332.Rv1099c",,,"0.994",,,,"0.216","0.998","0.775"
"52503","165.7673166","pp","fba (pp) 83332.Rv2047c","false","pp","fba (pp) 83332.Rv2047c",,,"0.803",,,,"0.074","0.885","0.421"
"52504","34.63473581","pp","fba (pp) pgi","false","pp","fba (pp) pgi","0.666",,"0.945",,,,"0.151","0.997","0.882"
"52505","606.95260555","pp","fba (pp) 83332.Rv1240","false","pp","fba (pp) 83332.Rv1240","0.082",,"0.442",,,,"0.044","0.874","0.774"
"52506","594.1871996","pp","fba (pp) 83332.Rv1408","false","pp","fba (pp) 83332.Rv1408","0.085",,,,,,"0.163","0.813","0.776"
"52507","168.60545228","pp","fba (pp) 83332.Rv1438","false","pp","fba (pp) 83332.Rv1438","0.811","0.189","0.994",,,,"0.163","0.999","0.928"
"52508","45.66026363","pp","fba (pp) tal","false","pp","fba (pp) tal","0.072",,"0.945",,,,"0.163","0.992","0.846"
"52509","278.67739052","pp","fba (pp) 83332.Rv2496c","false","pp","fba (pp) 83332.Rv2496c","0.075",,"0.945",,,,"0.071","0.97","0.453"
"52510","739.30018085","pp","fba (pp) 83332.Rv2454c","false","pp","fba (pp) 83332.Rv2454c",,,"0.945",,,,"0.044","0.959","0.295"
"52511","52.59677274","pp","fba (pp) tkt","false","pp","fba (pp) tkt","0.081",,"0.945",,,,"0.163","0.99","0.808"
"52512","2003.30149161","pp","fba (pp) 83332.Rv2029c","false","pp","fba (pp) 83332.Rv2029c","0.087",,"0.994",,,,"0.163","0.997","0.596"
"52513","61.324066","pp","fba (pp) zwf1","false","pp","fba (pp) zwf1","0.079",,"0.945",,,,,"0.963","0.343"
"52514","713.63351627","pp","fba (pp) 83332.Rv1617","false","pp","fba (pp) 83332.Rv1617","0.783","0.185","0.945",,,,"0.163","0.998","0.823"
"52515","523.46353357","pp","fba (pp) 83332.Rv0489","false","pp","fba (pp) 83332.Rv0489","0.386",,"0.945","0.241",,,"0.043","0.991","0.706"
"52516","435.95968432","pp","fba (pp) 83332.Rv1436","false","pp","fba (pp) 83332.Rv1436",,,"0.986",,,,"0.068","0.993","0.538"
"52517","127.47887955","pp","fba (pp) zwf2","false","pp","fba (pp) zwf2","0.079",,"0.945",,,,,"0.969","0.443"
"52518","795.16031645","pp","esxO (pp) 83332.Rv2347c","false","pp","esxO (pp) 83332.Rv2347c",,,,"0.8",,,"0.69","0.997","0.958"
"52519","1093.65828392","pp","zwf2 (pp) 83332.Rv1127c","false","pp","zwf2 (pp) 83332.Rv1127c","0.087",,"0.941",,,,"0.044","0.976","0.597"
"52520","666.46325818","pp","zwf2 (pp) 83332.Rv1617","false","pp","zwf2 (pp) 83332.Rv1617","0.178",,"0.945",,,,"0.11","0.985","0.683"
"52521","834.94006585","pp","zwf2 (pp) 83332.Rv3068c","false","pp","zwf2 (pp) 83332.Rv3068c","0.08",,"0.945","0.373",,,"0.11","0.977","0.332"
"52522","2416.87586367","pp","zwf2 (pp) 83332.Rv2455c","false","pp","zwf2 (pp) 83332.Rv2455c",,,"0.945",,,,"0.044","0.948","0.106"
"52523","550.11698947","pp","zwf2 (pp) 83332.Rv1436","false","pp","zwf2 (pp) 83332.Rv1436","0.085",,"0.831",,,,"0.061","0.899","0.389"
"52524","991.09491485","pp","zwf2 (pp) 83332.Rv0489","false","pp","zwf2 (pp) 83332.Rv0489","0.185",,"0.945","0.213",,,"0.06","0.971","0.283"
"52525","401.43679688","pp","zwf2 (pp) 83332.Rv1438","false","pp","zwf2 (pp) 83332.Rv1438","0.106",,"0.945",,,,"0.045","0.98","0.631"
"52526","1168.13975904","pp","zwf2 (pp) 83332.Rv1023","false","pp","zwf2 (pp) 83332.Rv1023","0.07",,"0.945",,,,"0.068","0.955","0.184"
"52527","1526.48689568","pp","zwf2 (pp) 83332.Rv1446c","false","pp","zwf2 (pp) 83332.Rv1446c","0.07","0.345",,,"0.177",,"0.746","0.893","0.294"
"52528","98.3661286","pp","zwf2 (pp) 83332.Rv2241","false","pp","zwf2 (pp) 83332.Rv2241","0.081",,"0.945",,,,,"0.969","0.44"
"52529","1394.19152223","pp","zwf2 (pp) 83332.Rv1122","false","pp","zwf2 (pp) 83332.Rv1122","0.075","0.684",,,,,"0.114","0.791","0.289"
"52530","393.60025297","pp","zwf2 (pp) 83332.Rv1445c","false","pp","zwf2 (pp) 83332.Rv1445c","0.219","0.731","0.994",,"0.334",,"0.741","0.999","0.817"
"52531","157.3809952","pp","zwf2 (pp) 83332.Rv2497c","false","pp","zwf2 (pp) 83332.Rv2497c","0.069",,"0.945",,,,"0.044","0.953","0.17"
"52532","131.14768621","pp","zwf2 (pp) ppgK","false","pp","zwf2 (pp) ppgK",,,"0.945",,,,"0.076","0.956","0.21"
"52533","149.98326964","pp","zwf2 (pp) tkt","false","pp","zwf2 (pp) tkt","0.224",,,"0.286",,,"0.826","0.972","0.744"
"52534","108.08796139","pp","zwf2 (pp) tal","false","pp","zwf2 (pp) tal","0.383","0.161","0.344","0.251",,,"0.86","0.984","0.643"
"52535","322.37186977","pp","zwf2 (pp) 83332.Rv2496c","false","pp","zwf2 (pp) 83332.Rv2496c","0.072",,"0.945",,,,"0.043","0.959","0.278"
"52536","609.75329545","pp","zwf2 (pp) 83332.Rv2454c","false","pp","zwf2 (pp) 83332.Rv2454c",,,"0.945",,,,"0.043","0.949","0.109"
"52537","6112.56994706","pp","zwf2 (pp) 83332.Rv3859c","false","pp","zwf2 (pp) 83332.Rv3859c","0.076",,,,,,"0.138","0.791","0.76"
"52538","674.12484862","pp","tsnR (pp) 83332.Rv2925c","false","pp","tsnR (pp) 83332.Rv2925c","0.072",,,,,,"0.083","0.88","0.871"
"52539","2039.54917925","pp","tsnR (pp) 83332.Rv0053","false","pp","tsnR (pp) 83332.Rv0053","0.072","0.191",,"0.133",,,"0.086","0.839","0.772"
"52540","490.07876225","pp","tsnR (pp) rnpA","false","pp","tsnR (pp) rnpA","0.108",,,"0.225",,,,"0.827","0.771"
"52541","1658.17264694","pp","rplT (pp) tsnR","false","pp","rplT (pp) tsnR","0.085","0.185",,"0.18",,,"0.796","0.866","0.092"
"52542","1257.15797266","pp","truA (pp) 83332.Rv2906c","false","pp","truA (pp) 83332.Rv2906c",,,,,,,"0.132","0.889","0.878"
"52543","435.24645895","pp","truA (pp) 83332.Rv2907c","false","pp","truA (pp) 83332.Rv2907c","0.085",,,"0.209",,,"0.09","0.827","0.77"
"52544","2693.20881635","pp","truA (pp) 83332.Rv3457c","false","pp","truA (pp) 83332.Rv3457c","0.235","0.169",,"0.108",,,"0.658","0.914","0.628"
"52545","2390.30173538","pp","truA (pp) 83332.Rv0733","false","pp","truA (pp) 83332.Rv0733",,"0.246",,,,,"0.243","0.841","0.744"
"52546","1482.22695931","pp","truA (pp) 83332.Rv2192c","false","pp","truA (pp) 83332.Rv2192c",,,,,,,"0.1","0.788","0.774"
"52547","1832.25574774","pp","truA (pp) 83332.Rv3456c","false","pp","truA (pp) 83332.Rv3456c","0.095","0.16",,,,,"0.743","0.799","0.093"
"52548","1252.73905426","pp","truA (pp) 83332.Rv2793c","false","pp","truA (pp) 83332.Rv2793c","0.274","0.276",,"0.228",,,"0.043","0.943","0.878"
"52549","1020.67263927","pp","panC (pp) 83332.Rv2589","false","pp","panC (pp) 83332.Rv2589",,,"0.945",,,,,"0.946","0.063"
"52550","1185.49493081","pp","panC (pp) 83332.Rv0147","false","pp","panC (pp) 83332.Rv0147",,,"0.945",,,,,"0.947","0.086"
"52551","1148.58491011","pp","panC (pp) 83332.Rv0768","false","pp","panC (pp) 83332.Rv0768",,,"0.945",,,,,"0.947","0.086"
"52552","2496.5058571","pp","panC (pp) 83332.Rv2858c","false","pp","panC (pp) 83332.Rv2858c",,,"0.942",,,,,"0.944","0.086"
"52553","2801.87740063","pp","panC (pp) 83332.Rv2573","false","pp","panC (pp) 83332.Rv2573",,,"0.945",,,,"0.163","0.99","0.807"
"52554","1266.92318453","pp","panC (pp) 83332.Rv3293","false","pp","panC (pp) 83332.Rv3293",,,"0.945",,,,,"0.947","0.086"
"52555","1240.06026161","pp","panC (pp) 83332.Rv3432c","false","pp","panC (pp) 83332.Rv3432c","0.07",,"0.945",,,,"0.088","0.952","0.093"
"52556","1491.33048685","pp","panC (pp) 83332.Rv1391","false","pp","panC (pp) 83332.Rv1391","0.095","0.194","0.945",,,,"0.163","0.989","0.73"
"52557","2222.98360882","pp","panC (pp) 83332.Rv2192c","false","pp","panC (pp) 83332.Rv2192c",,,,,,,"0.043","0.839","0.839"
"52558","1527.79055346","pp","panC (pp) 83332.Rv1631","false","pp","panC (pp) 83332.Rv1631",,,,,,,"0.071","0.849","0.844"
"52559","1065.22554971","pp","panC (pp) 83332.Rv0223c","false","pp","panC (pp) 83332.Rv0223c",,,"0.945",,,,,"0.947","0.086"
"52560","2484.77275354","pp","panC (pp) 83332.Rv1092c","false","pp","panC (pp) 83332.Rv1092c",,,"0.994","0.125",,,,"0.998","0.754"
"52561","2123.82727237","pp","panC (pp) 83332.Rv1712","false","pp","panC (pp) 83332.Rv1712","0.071",,"0.197",,"0.879",,"0.133","0.911",
"52562","1375.0954881","pp","lipB (pp) 83332.Rv2946c","false","pp","lipB (pp) 83332.Rv2946c",,,"0.77",,,,"0.06","0.774",
"52563","1428.73118728","pp","lipB (pp) 83332.Rv2215","false","pp","lipB (pp) 83332.Rv2215","0.085","0.46",,,,,"0.739","0.934","0.552"
"52564","479.9408084","pp","lipB (pp) lipA","false","pp","lipB (pp) lipA","0.272","0.632","0.945",,"0.894",,"0.88","0.999","0.932"
"52565","789.95927054","pp","lipB (pp) 83332.Rv3825c","false","pp","lipB (pp) 83332.Rv3825c",,,"0.774",,,,"0.061","0.778",
"52566","538.70828842","pp","lipB (pp) 83332.Rv1527c","false","pp","lipB (pp) 83332.Rv1527c",,,"0.774",,,,"0.061","0.778",
"52567","6579.53976111","pp","lipB (pp) 83332.Rv2524c","false","pp","lipB (pp) 83332.Rv2524c","0.077",,"0.952","0.185",,,,"0.962","0.092"
"52568","1991.57979408","pp","lipB (pp) 83332.Rv2381c","false","pp","lipB (pp) 83332.Rv2381c",,,"0.763","0.226",,,"0.06","0.824","0.104"
"52569","3857.88424118","pp","lipB (pp) 83332.Rv1832","false","pp","lipB (pp) 83332.Rv1832","0.072","0.209",,,,,"0.355","0.811","0.649"
"52570","918.01723817","pp","lipB (pp) 83332.Rv1181","false","pp","lipB (pp) 83332.Rv1181",,,"0.774",,,,"0.061","0.778",
"52571","1545.33188518","pp","lipB (pp) 83332.Rv1826","false","pp","lipB (pp) 83332.Rv1826","0.079",,"0.918","0.214",,,"0.216","0.996","0.932"
"52572","668.54212491","pp","lipB (pp) 83332.Rv2933","false","pp","lipB (pp) 83332.Rv2933",,,"0.774",,,,"0.061","0.778",
"52573","1845.36734972","pp","lipB (pp) 83332.Rv3282","false","pp","lipB (pp) 83332.Rv3282","0.075","0.174",,,,,,"0.795","0.754"
"52574","986.72020735","pp","lipB (pp) birA","false","pp","lipB (pp) birA",,,,,,,"0.117","0.877","0.867"
"52575","398.99284624","pp","lipB (pp) 83332.Rv2940c","false","pp","lipB (pp) 83332.Rv2940c",,,"0.774",,,,"0.061","0.778",
"52576","1210.92691354","pp","secG (pp) 83332.Rv2587c","false","pp","secG (pp) 83332.Rv2587c","0.078",,"0.487","0.409",,,"0.06","0.988","0.962"
"52577","685.11159321","pp","secG (pp) secA2","false","pp","secG (pp) secA2","0.073",,"0.945","0.571",,,"0.068","0.995","0.809"
"52578","738.98232762","pp","secG (pp) secA1","false","pp","secG (pp) secA1","0.073",,"0.945","0.571",,,"0.068","0.999","0.971"
"52579","75.098274","pp","secG (pp) 83332.Rv0638","false","pp","secG (pp) 83332.Rv0638","0.202","0.299","0.945","0.994",,,"0.088","0.999","0.989"
"52580","789.00777912","pp","secG (pp) 83332.Rv1390","false","pp","secG (pp) 83332.Rv1390","0.081","0.773",,,,,"0.163","0.81",
"52581","354.31129559","pp","secG (pp) 83332.Rv2586c","false","pp","secG (pp) 83332.Rv2586c",,,"0.442","0.344",,,"0.06","0.951","0.877"
"52582","70.77279881","pp","secG (pp) yajC","false","pp","secG (pp) yajC","0.08",,"0.945","0.127",,,"0.116","0.996","0.932"
"52583","121.97567638","pp","secG (pp) tatC","false","pp","secG (pp) tatC",,,,,,,"0.068","0.78","0.774"
"52584","404.23254883","pp","secG (pp) 83332.Rv2921c","false","pp","secG (pp) 83332.Rv2921c","0.073",,"0.945","0.351",,,"0.074","0.996","0.892"
"52585","569.57329379","pp","secG (pp) 83332.Rv3921c","false","pp","secG (pp) 83332.Rv3921c","0.099",,"0.945","0.502",,,"0.044","0.996","0.878"
"52586","1275.09988527","pp","secG (pp) 83332.Rv0732","false","pp","secG (pp) 83332.Rv0732","0.078",,"0.945","0.994",,,"0.045","0.999","0.96"
"52587","838.32361652","pp","secG (pp) 83332.Rv3219","false","pp","secG (pp) 83332.Rv3219",,"0.774",,,,,,"0.774",
"52588","117.93244602","pp","secG (pp) lepB","false","pp","secG (pp) lepB",,,,,,,"0.089","0.819","0.809"
"52589","439.7428516","pp","secG (pp) 83332.Rv2916c","false","pp","secG (pp) 83332.Rv2916c","0.078",,"0.945",,,,"0.061","0.99","0.831"
"52590","39.56224896","pp","ilvG (pp) 83332.Rv3509c","false","pp","ilvG (pp) 83332.Rv3509c",,,"0.768",,,,,"0.855","0.404"
"52591","1312.4925832","pp","ilvG (pp) 83332.Rv2455c","false","pp","ilvG (pp) 83332.Rv2455c","0.07",,"0.945",,,,"0.085","0.963","0.305"
"52592","1059.35929571","pp","ilvG (pp) 83332.Rv1127c","false","pp","ilvG (pp) 83332.Rv1127c",,,"0.937",,,,"0.087","0.953","0.254"
"52593","111.00699985","pp","ilvG (pp) 83332.Rv3710","false","pp","ilvG (pp) 83332.Rv3710","0.189",,"0.945",,,,"0.068","0.978","0.537"
"52594","207.14468628","pp","ilvG (pp) 83332.Rv1872c","false","pp","ilvG (pp) 83332.Rv1872c","0.072",,"0.922",,,,"0.068","0.932","0.112"
"52595","76.83303352","pp","ilvG (pp) 83332.Rv2241","false","pp","ilvG (pp) 83332.Rv2241",,,"0.936",,,,,"0.94","0.109"
"52596","2250.44355427","pp","ilvG (pp) secA2","false","pp","ilvG (pp) secA2",,,,,,,"0.812","0.812",
"52597","297.94377896","pp","ilvG (pp) 83332.Rv2995c","false","pp","ilvG (pp) 83332.Rv2995c","0.103","0.357","0.945","0.144","0.022",,"0.083","0.985","0.53"
"52598","1087.7535315","pp","ilvG (pp) 83332.Rv0408","false","pp","ilvG (pp) 83332.Rv0408",,,"0.702",,,,"0.074","0.875","0.584"
"52599","103.85518503","pp","ilvG (pp) 83332.Rv2497c","false","pp","ilvG (pp) 83332.Rv2497c","0.191",,"0.884",,,,,"0.909","0.111"
"52600","459.51845948","pp","ilvG (pp) 83332.Rv0694","false","pp","ilvG (pp) 83332.Rv0694","0.072",,"0.937",,,,"0.068","0.945","0.112"
"52601","297.54233783","pp","ilvG (pp) ilvC","false","pp","ilvG (pp) ilvC","0.38","0.314","0.994",,,,"0.083","0.999","0.784"
"52602","278.98269734","pp","ilvG (pp) 83332.Rv2967c","false","pp","ilvG (pp) 83332.Rv2967c","0.072",,"0.945",,,,,"0.95","0.108"
"52603","242.37661577","pp","ilvG (pp) 83332.Rv2332","false","pp","ilvG (pp) 83332.Rv2332","0.138",,"0.831",,,,"0.068","0.863","0.112"
"52604","547.33269845","pp","ilvG (pp) 83332.Rv1617","false","pp","ilvG (pp) 83332.Rv1617","0.079",,"0.945","0.08",,,"0.068","0.956","0.151"
"52605","108.21335121","pp","ilvG (pp) ilvN","false","pp","ilvG (pp) ilvN","0.271","0.273","0.768","0.312","0.003",,"0.083","0.992","0.921"
"52606","221.27392071","pp","ilvG (pp) 83332.Rv2496c","false","pp","ilvG (pp) 83332.Rv2496c","0.191",,"0.876",,,,,"0.907","0.151"
"52607","348.68516258","pp","ilvG (pp) 83332.Rv2454c","false","pp","ilvG (pp) 83332.Rv2454c","0.069",,"0.945",,,,"0.065","0.951","0.105"
"52608","794.56830396","pp","fadD36 (pp) 83332.Rv3563","false","pp","fadD36 (pp) 83332.Rv3563","0.087",,"0.13",,,,"0.059","0.779","0.74"
"52609","879.89167699","pp","fadD36 (pp) 83332.Rv1071c","false","pp","fadD36 (pp) 83332.Rv1071c","0.082",,"0.12","0.186",,,"0.06","0.901","0.865"
"52610","695.8853593","pp","fadD36 (pp) 83332.Rv3573c","false","pp","fadD36 (pp) 83332.Rv3573c","0.087",,"0.13",,,,"0.059","0.798","0.763"
"52611","695.36565802","pp","fadD36 (pp) 83332.Rv3564","false","pp","fadD36 (pp) 83332.Rv3564","0.087",,"0.13",,,,"0.059","0.794","0.758"
"52612","15237.44564676","pp","fadD36 (pp) 83332.Rv2524c","false","pp","fadD36 (pp) 83332.Rv2524c","0.226",,"0.789",,,,"0.14","0.891","0.316"
"52613","17045.39436901","pp","fadD36 (pp) 83332.Rv1192","false","pp","fadD36 (pp) 83332.Rv1192","0.07",,"0.19",,,,"0.718","0.78","0.09"
"52614","789.92876467","pp","fadD36 (pp) 83332.Rv3560c","false","pp","fadD36 (pp) 83332.Rv3560c","0.087",,"0.13",,,,"0.059","0.777","0.737"
"52615","225.84784507","pp","fadD36 (pp) 83332.Rv3502c","false","pp","fadD36 (pp) 83332.Rv3502c","0.071",,"0.127","0.2","0.003",,"0.065","0.823","0.754"
"52616","623.4700958","pp","fadD36 (pp) 83332.Rv3543c","false","pp","fadD36 (pp) 83332.Rv3543c","0.087",,"0.13",,,,"0.059","0.787","0.749"
"52617","1274.60223719","pp","fadD36 (pp) 83332.Rv3274c","false","pp","fadD36 (pp) 83332.Rv3274c","0.087",,"0.13",,"0.001",,"0.068","0.781","0.74"
"52618","503.78830798","pp","fadD36 (pp) 83332.Rv0244c","false","pp","fadD36 (pp) 83332.Rv0244c","0.087",,"0.13",,,,"0.059","0.778","0.738"
"52619","4848.0","pp","Rv0398c (pp) 83332.Rv0400c","false","pp","Rv0398c (pp) 83332.Rv0400c","0.07",,,,,,"0.845","0.85",
"52620","78.49131725","pp","rocA (pp) 83332.Rv2860c","false","pp","rocA (pp) 83332.Rv2860c","0.071",,"0.945",,,,"0.068","0.951","0.102"
"52621","71.45957156","pp","rocA (pp) glnA2","false","pp","rocA (pp) glnA2","0.071",,"0.945",,,,"0.068","0.951","0.102"
"52622","632.90921312","pp","rocA (pp) 83332.Rv1826","false","pp","rocA (pp) 83332.Rv1826","0.069",,"0.945",,,,"0.045","0.949","0.092"
"52623","1751.34290623","pp","rocA (pp) 83332.Rv2992c","false","pp","rocA (pp) 83332.Rv2992c",,,"0.945",,,,"0.063","0.949","0.105"
"52624","189.37574725","pp","rocA (pp) 83332.Rv1878","false","pp","rocA (pp) 83332.Rv1878","0.071",,"0.945",,,,"0.068","0.951","0.102"
"52625","805.75102992","pp","rocA (pp) 83332.Rv0462","false","pp","rocA (pp) 83332.Rv0462","0.072",,"0.945","0.066",,,,"0.951","0.102"
"52626","1348.75863145","pp","rocA (pp) 83332.Rv0500","false","pp","rocA (pp) 83332.Rv0500",,,"0.945",,"0.115",,"0.064","0.956","0.163"
"52627","3862.46295332","pp","rocA (pp) eccA5","false","pp","rocA (pp) eccA5","0.07",,"0.815","0.114",,,"0.061","0.848","0.104"
"52628","408.95530622","pp","rocA (pp) 83332.Rv0768","false","pp","rocA (pp) 83332.Rv0768",,"0.184","0.945",,,,,"0.961","0.207"
"52629","872.21285843","pp","rocA (pp) proB","false","pp","rocA (pp) proB",,,"0.945",,,,"0.06","0.95","0.111"
"52630","445.55518625","pp","rocA (pp) 83332.Rv0147","false","pp","rocA (pp) 83332.Rv0147",,"0.133","0.945",,,,,"0.95",
"52631","1235.04171433","pp","rocA (pp) 83332.Rv1832","false","pp","rocA (pp) 83332.Rv1832","0.075",,"0.945","0.193",,,"0.042","0.96","0.151"
"52632","563.44721177","pp","rocA (pp) 83332.Rv0433","false","pp","rocA (pp) 83332.Rv0433","0.049",,"0.945",,,,,"0.945",
"52633","332.25840311","pp","rocA (pp) 83332.Rv2476c","false","pp","rocA (pp) 83332.Rv2476c","0.072",,"0.945",,,,"0.084","0.949",
"52634","205.24016402","pp","rocA (pp) 83332.Rv3858c","false","pp","rocA (pp) 83332.Rv3858c",,,"0.945","0.219",,,"0.045","0.957","0.081"
"52635","649.35078842","pp","rocA (pp) proA","false","pp","rocA (pp) proA","0.07",,"0.945",,,,"0.048","0.953","0.151"
"52636","2185.99552768","pp","rocA (pp) 83332.Rv3859c","false","pp","rocA (pp) 83332.Rv3859c","0.069",,"0.945",,,,"0.086","0.963","0.32"
