"SUID","EdgeBetweenness","interaction","name","selected","shared interaction","shared name","stringdb::coexpression","stringdb::cooccurrence","stringdb::databases","stringdb::experiments","stringdb::interspecies","stringdb::neighborhood","stringdb::score","stringdb::textmining"
"29157","70.74425858922271","pp","208964.PA3300 (pp) 208964.PA5187","false","pp","208964.PA3300 (pp) 208964.PA5187",,"0.21","0.964",,,,"0.97",
"29158","357.69836407432604","pp","208964.PA3300 (pp) 208964.PA4435","false","pp","208964.PA3300 (pp) 208964.PA4435",,,"0.964",,,"0.064","0.966","0.083"
"29159","2.0","pp","208964.PA4635 (pp) 208964.PA4825","false","pp","208964.PA4635 (pp) 208964.PA4825","0.176","0.185","0.554",,,"0.072","0.952","0.853"
"29160","437.4167369938638","pp","208964.PA1125 (pp) 208964.PA2991","false","pp","208964.PA1125 (pp) 208964.PA2991",,,"0.962",,,,"0.965","0.114"
"29161","719.4615224100439","pp","208964.PA1125 (pp) 208964.PA3088","false","pp","208964.PA1125 (pp) 208964.PA3088",,,"0.962",,,"0.053","0.967","0.153"
"29162","2.0","pp","208964.PA1125 (pp) 208964.PA1197","false","pp","208964.PA1125 (pp) 208964.PA1197",,"0.478","0.8",,,,"0.891",
"29163","469.1644747394527","pp","208964.PA1125 (pp) 208964.PA1823","false","pp","208964.PA1125 (pp) 208964.PA1823",,,"0.955","0.119",,,"0.959","0.052"
"29164","452.1391526717629","pp","208964.PA1125 (pp) 208964.PA4006","false","pp","208964.PA1125 (pp) 208964.PA4006",,,"0.962","0.109",,,"0.969","0.152"
"29165","1065.5473059112257","pp","208964.PA1125 (pp) 208964.PA4918","false","pp","208964.PA1125 (pp) 208964.PA4918",,,"0.9",,,,"0.9",
"29166","94.47888099025373","pp","208964.PA1125 (pp) 208964.PA4920","false","pp","208964.PA1125 (pp) 208964.PA4920","0.077",,"0.962",,,"0.07","0.966","0.071"
"29167","819.4253323129317","pp","208964.PA3302 (pp) 208964.PA5057","false","pp","208964.PA3302 (pp) 208964.PA5057",,,,,,,"0.851","0.851"
"29168","171.91597048883352","pp","208964.PA3302 (pp) 208964.PA4330","false","pp","208964.PA3302 (pp) 208964.PA4330",,,"0.658",,,,"0.942","0.838"
"29169","217.13075316058348","pp","208964.PA3302 (pp) 208964.PA3426","false","pp","208964.PA3302 (pp) 208964.PA3426",,,"0.958",,,,"0.993","0.838"
"29170","221.8856163253128","pp","208964.PA3302 (pp) 208964.PA3568","false","pp","208964.PA3302 (pp) 208964.PA3568",,,"0.666",,,,"0.887","0.676"
"29171","1073.2690047135097","pp","208964.PA3302 (pp) 208964.PA4389","false","pp","208964.PA3302 (pp) 208964.PA4389","0.053",,"0.717",,,,"0.809","0.345"
"29172","145.5952338954177","pp","208964.PA3302 (pp) 208964.PA3591","false","pp","208964.PA3302 (pp) 208964.PA3591",,,"0.952",,,"0.045","0.993","0.851"
"29173","596.0996838570361","pp","208964.PA3302 (pp) 208964.PA4980","false","pp","208964.PA3302 (pp) 208964.PA4980",,,,,,,"0.848","0.848"
"29174","482.56506884444417","pp","208964.PA3302 (pp) 208964.PA5056","false","pp","208964.PA3302 (pp) 208964.PA5056",,"0.216","0.952",,,"0.074","0.963","0.055"
"29175","224.10551096120278","pp","208964.PA3302 (pp) 208964.PA4785","false","pp","208964.PA3302 (pp) 208964.PA4785",,,"0.649",,,,"0.871","0.648"
"29176","482.5650688444442","pp","208964.PA3302 (pp) 208964.PA5058","false","pp","208964.PA3302 (pp) 208964.PA5058",,"0.211","0.952",,,"0.074","0.962","0.055"
"29177","362.80812224372806","pp","208964.PA3302 (pp) 208964.PA5445","false","pp","208964.PA3302 (pp) 208964.PA5445",,,"0.805",,,"0.048","0.806",
"29178","906.0609497547351","pp","208964.PA3308 (pp) 208964.PA4238","false","pp","208964.PA3308 (pp) 208964.PA4238",,,"0.322","0.917",,"0.045","0.945","0.098"
"29179","313.505546251418","pp","208964.PA3308 (pp) 208964.PA5337","false","pp","208964.PA3308 (pp) 208964.PA5337",,,"0.322","0.994",,,"0.997","0.212"
"29180","804.4816859786356","pp","208964.PA3308 (pp) 208964.PA4269","false","pp","208964.PA3308 (pp) 208964.PA4269","0.075",,"0.322","0.82",,,"0.884","0.095"
"29181","1591.9518180152122","pp","208964.PA3308 (pp) 208964.PA4270","false","pp","208964.PA3308 (pp) 208964.PA4270","0.061",,"0.321","0.948",,,"0.971","0.234"
"29182","2795.083056430132","pp","208964.PA0280 (pp) 208964.PA3816","false","pp","208964.PA0280 (pp) 208964.PA3816",,,"0.658",,,"0.104","0.784","0.352"
"29183","360.1375468037276","pp","208964.PA0280 (pp) 208964.PA1393","false","pp","208964.PA0280 (pp) 208964.PA1393","0.814",,"0.658",,,"0.077","0.971","0.557"
"29184","146.50045245100364","pp","208964.PA0280 (pp) 208964.PA0281","false","pp","208964.PA0280 (pp) 208964.PA0281","0.945","0.765","0.8",,,"0.845","0.999","0.96"
"29185","146.50045245100364","pp","208964.PA0280 (pp) 208964.PA0282","false","pp","208964.PA0280 (pp) 208964.PA0282","0.843","0.768","0.928",,,"0.848","0.999","0.585"
"29186","534.3310855734724","pp","208964.PA0280 (pp) 208964.PA1838","false","pp","208964.PA0280 (pp) 208964.PA1838","0.09","0.172","0.512",,,"0.093","0.797","0.485"
"29187","508.948702871552","pp","208964.PA0280 (pp) 208964.PA1493","false","pp","208964.PA0280 (pp) 208964.PA1493","0.269","0.745","0.921",,,,"0.986","0.142"
"29188","608.8565848287351","pp","208964.PA0280 (pp) 208964.PA0283","false","pp","208964.PA0280 (pp) 208964.PA0283","0.136","0.751","0.8",,,"0.498","0.982","0.31"
"29189","436.58767870502743","pp","208964.PA0280 (pp) 208964.PA1756","false","pp","208964.PA0280 (pp) 208964.PA1756","0.866","0.187",,,,"0.077","0.957","0.62"
"29190","925.3454741716184","pp","208964.PA0280 (pp) 208964.PA4442","false","pp","208964.PA0280 (pp) 208964.PA4442","0.878","0.265","0.94",,,"0.207","0.999","0.712"
"29191","296.33838372156345","pp","208964.PA0280 (pp) 208964.PA4443","false","pp","208964.PA0280 (pp) 208964.PA4443","0.866","0.198","0.632",,,"0.077","0.985","0.646"
"29192","2457.1543951901776","pp","208964.PA0280 (pp) 208964.PA4811","false","pp","208964.PA0280 (pp) 208964.PA4811",,,"0.789",,,"0.053","0.792",
"29193","2.0","pp","208964.PA0281 (pp) 208964.PA0282","false","pp","208964.PA0281 (pp) 208964.PA0282","0.936","0.458","0.929",,,"0.848","0.999","0.486"
"29194","206.01458263613273","pp","208964.PA0281 (pp) 208964.PA1393","false","pp","208964.PA0281 (pp) 208964.PA1393","0.802",,"0.55",,,"0.077","0.929","0.241"
"29195","194.15255769710438","pp","208964.PA0281 (pp) 208964.PA1493","false","pp","208964.PA0281 (pp) 208964.PA1493","0.325","0.784","0.921",,,"0.073","0.994","0.491"
"29196","352.8258651771368","pp","208964.PA0281 (pp) 208964.PA1756","false","pp","208964.PA0281 (pp) 208964.PA1756","0.777","0.232",,,,"0.159","0.992","0.948"
"29197","213.90198907996904","pp","208964.PA0281 (pp) 208964.PA0283","false","pp","208964.PA0281 (pp) 208964.PA0283","0.117","0.784","0.928",,,"0.518","0.998","0.683"
"29198","962.9590883441157","pp","208964.PA0281 (pp) 208964.PA4442","false","pp","208964.PA0281 (pp) 208964.PA4442","0.837","0.217","0.645",,,"0.228","0.993","0.834"
"29199","223.94508960541214","pp","208964.PA0281 (pp) 208964.PA4443","false","pp","208964.PA0281 (pp) 208964.PA4443","0.861","0.228","0.646",,,"0.227","0.99","0.707"
"29200","2601.215847979079","pp","208964.PA0281 (pp) 208964.PA4811","false","pp","208964.PA0281 (pp) 208964.PA4811",,,"0.789",,,"0.047","0.801","0.092"
"29201","1015.5834487701152","pp","208964.PA3792 (pp) 208964.PA3925","false","pp","208964.PA3792 (pp) 208964.PA3925",,,"0.964",,,,"0.964",
"29202","1259.255139435645","pp","208964.PA3792 (pp) 208964.PA4122","false","pp","208964.PA3792 (pp) 208964.PA4122",,,"0.804",,,"0.084","0.813",
"29203","1125.2334026737199","pp","208964.PA3792 (pp) 208964.PA4127","false","pp","208964.PA3792 (pp) 208964.PA4127",,,"0.804",,,"0.046","0.805",
"29204","399.9628511927877","pp","208964.PA3792 (pp) 208964.PA4694","false","pp","208964.PA3792 (pp) 208964.PA4694","0.176","0.217","0.389",,,"0.617","0.952","0.733"
"29205","898.7927799574813","pp","208964.PA3792 (pp) 208964.PA5013","false","pp","208964.PA3792 (pp) 208964.PA5013","0.068",,"0.652",,,"0.411","0.862","0.361"
"29206","445.2941259135678","pp","208964.PA3792 (pp) 208964.PA4695","false","pp","208964.PA3792 (pp) 208964.PA4695","0.185","0.292","0.657",,,"0.4","0.924","0.461"
"29207","701.8292825262915","pp","208964.PA3792 (pp) 208964.PA5355","false","pp","208964.PA3792 (pp) 208964.PA5355",,,"0.794",,,,"0.794",
"29208","262.58027255568584","pp","208964.PA3792 (pp) 208964.PA4696","false","pp","208964.PA3792 (pp) 208964.PA4696","0.228","0.205","0.657",,,"0.617","0.982","0.812"
"29209","512.7728794716526","pp","208964.PA3792 (pp) 208964.PA5436","false","pp","208964.PA3792 (pp) 208964.PA5436",,,"0.929",,,,"0.929",
"29210","1116.0099357968775","pp","208964.PA3792 (pp) 208964.PA4785","false","pp","208964.PA3792 (pp) 208964.PA4785",,,"0.863",,,,"0.863",
"29211","300.03865397643625","pp","208964.PA3792 (pp) 208964.PA5445","false","pp","208964.PA3792 (pp) 208964.PA5445",,,"0.833",,,"0.082","0.84",
"29212","3616.0","pp","208964.PA1130 (pp) 208964.PA1131","false","pp","208964.PA1130 (pp) 208964.PA1131","0.071",,,,,"0.845","0.85",
"29213","1152.955726068552","pp","208964.PA1130 (pp) 208964.PA5161","false","pp","208964.PA1130 (pp) 208964.PA5161",,"0.247",,,,"0.365","0.85","0.711"
"29214","2020.93335459808","pp","208964.PA1130 (pp) 208964.PA5162","false","pp","208964.PA1130 (pp) 208964.PA5162",,"0.257","0.249",,,"0.382","0.896","0.733"
"29215","2244.7330332088495","pp","208964.PA1130 (pp) 208964.PA5163","false","pp","208964.PA1130 (pp) 208964.PA5163",,"0.255",,,,"0.382","0.854","0.709"
"29216","1648.7253136984987","pp","208964.PA1130 (pp) 208964.PA3476","false","pp","208964.PA1130 (pp) 208964.PA3476","0.073","0.301",,,,,"0.813","0.734"
"29217","3336.806995386471","pp","208964.PA1130 (pp) 208964.PA3477","false","pp","208964.PA1130 (pp) 208964.PA3477","0.122",,,,,,"0.863","0.85"
"29218","1044.0456014627887","pp","208964.PA1130 (pp) 208964.PA3479","false","pp","208964.PA1130 (pp) 208964.PA3479","0.055","0.349",,,,,"0.902","0.854"
"29219","213.90198907996904","pp","208964.PA0282 (pp) 208964.PA0283","false","pp","208964.PA0282 (pp) 208964.PA0283","0.514","0.784","0.8",,,"0.5","0.99","0.171"
"29220","352.8258651771368","pp","208964.PA0282 (pp) 208964.PA1756","false","pp","208964.PA0282 (pp) 208964.PA1756","0.308","0.233",,,,"0.207","0.838","0.661"
"29221","206.01458263613273","pp","208964.PA0282 (pp) 208964.PA1393","false","pp","208964.PA0282 (pp) 208964.PA1393","0.424",,"0.84",,,"0.077","0.925","0.222"
"29222","962.9590883441157","pp","208964.PA0282 (pp) 208964.PA4442","false","pp","208964.PA0282 (pp) 208964.PA4442","0.481","0.239","0.95",,,"0.228","0.99","0.463"
"29223","194.15255769710438","pp","208964.PA0282 (pp) 208964.PA1493","false","pp","208964.PA0282 (pp) 208964.PA1493","0.081","0.784","0.921",,,,"0.985","0.171"
"29224","2601.215847979079","pp","208964.PA0282 (pp) 208964.PA4811","false","pp","208964.PA0282 (pp) 208964.PA4811",,,"0.789",,,"0.047","0.79",
"29225","223.94508960541214","pp","208964.PA0282 (pp) 208964.PA4443","false","pp","208964.PA0282 (pp) 208964.PA4443","0.539","0.25","0.95",,,"0.226","0.994","0.646"
"29226","899.4018905598427","pp","208964.PA0283 (pp) 208964.PA1393","false","pp","208964.PA0283 (pp) 208964.PA1393","0.276",,"0.684",,,"0.049","0.842","0.358"
"29227","126.34937919603257","pp","208964.PA0283 (pp) 208964.PA1493","false","pp","208964.PA0283 (pp) 208964.PA1493",,"0.098","0.921",,,,"0.929","0.09"
"29228","746.7718947763246","pp","208964.PA0283 (pp) 208964.PA1838","false","pp","208964.PA0283 (pp) 208964.PA1838","0.208","0.173",,,,"0.068","0.909","0.868"
"29229","288.1193502000716","pp","208964.PA0283 (pp) 208964.PA2600","false","pp","208964.PA0283 (pp) 208964.PA2600","0.324",,,,,,"0.891","0.846"
"29230","225.7490288542717","pp","208964.PA0283 (pp) 208964.PA3444","false","pp","208964.PA0283 (pp) 208964.PA3444","0.517",,,"0.192",,"0.065","0.936","0.846"
"29231","539.2336811819691","pp","208964.PA0283 (pp) 208964.PA3937","false","pp","208964.PA0283 (pp) 208964.PA3937","0.53",,,,,"0.058","0.855","0.699"
"29232","1312.327470814565","pp","208964.PA0283 (pp) 208964.PA4443","false","pp","208964.PA0283 (pp) 208964.PA4443","0.283","0.241","0.47",,,"0.109","0.773","0.254"
"29233","149.30078150801762","pp","208964.PA3312 (pp) 208964.PA3568","false","pp","208964.PA3312 (pp) 208964.PA3568",,,"0.931",,,,"0.931",
"29234","108.43326316266248","pp","208964.PA3312 (pp) 208964.PA3569","false","pp","208964.PA3312 (pp) 208964.PA3569",,"0.476","0.903",,,,"0.947",
"29235","746.018708954686","pp","208964.PA3312 (pp) 208964.PA4899","false","pp","208964.PA3312 (pp) 208964.PA4899",,,"0.9",,,,"0.9",
"29236","194.64151119034327","pp","208964.PA3312 (pp) 208964.PA4978","false","pp","208964.PA3312 (pp) 208964.PA4978",,,"0.931",,,,"0.931",
"29237","157.11865513653075","pp","208964.PA4640 (pp) 208964.PA5420","false","pp","208964.PA4640 (pp) 208964.PA5420",,,"0.8",,,"0.046","0.801",
"29238","187.63377943954254","pp","208964.PA4640 (pp) 208964.PA4810","false","pp","208964.PA4640 (pp) 208964.PA4810","0.087",,"0.906",,,,"0.911",
"29239","595.421680613664","pp","208964.PA4640 (pp) 208964.PA4811","false","pp","208964.PA4640 (pp) 208964.PA4811",,,"0.906",,,,"0.906",
"29240","398.3530657896722","pp","208964.PA4640 (pp) 208964.PA4812","false","pp","208964.PA4640 (pp) 208964.PA4812",,,"0.787",,,,"0.787",
"29241","498.9356872940512","pp","208964.PA4640 (pp) 208964.PA5429","false","pp","208964.PA4640 (pp) 208964.PA5429",,,"0.8",,,,"0.806","0.069"
"29242","84.43309267452476","pp","208964.PA4640 (pp) 208964.PA5435","false","pp","208964.PA4640 (pp) 208964.PA5435",,,"0.964",,,,"0.964",
"29243","143.64537917296107","pp","208964.PA4640 (pp) 208964.PA5436","false","pp","208964.PA4640 (pp) 208964.PA5436",,,"0.9",,,,"0.9",
"29244","446.5590844425781","pp","208964.PA4640 (pp) 208964.PA4872","false","pp","208964.PA4640 (pp) 208964.PA4872",,"0.166","0.9",,,"0.045","0.917","0.085"
"29245","619.053535693663","pp","208964.PA4640 (pp) 208964.PA5035","false","pp","208964.PA4640 (pp) 208964.PA5035",,,"0.8",,,,"0.811","0.092"
"29246","346.47567823866774","pp","208964.PA4640 (pp) 208964.PA5036","false","pp","208964.PA4640 (pp) 208964.PA5036","0.138",,"0.8",,,,"0.832","0.106"
"29247","81.36810582477746","pp","208964.PA4640 (pp) 208964.PA5046","false","pp","208964.PA4640 (pp) 208964.PA5046",,,"0.9",,,"0.05","0.913","0.159"
"29248","134.54158674180164","pp","208964.PA4640 (pp) 208964.PA5091","false","pp","208964.PA4640 (pp) 208964.PA5091",,,"0.904",,,"0.057","0.906",
"29249","125.72114977830593","pp","208964.PA4640 (pp) 208964.PA5192","false","pp","208964.PA4640 (pp) 208964.PA5192",,,"0.9",,,"0.054","0.926","0.281"
"29250","828.6282428004687","pp","208964.PA4640 (pp) 208964.PA5263","false","pp","208964.PA4640 (pp) 208964.PA5263",,,"0.8",,,"0.072","0.817","0.091"
"29251","3616.0000000000005","pp","208964.PA3310 (pp) 208964.PA3556","false","pp","208964.PA3310 (pp) 208964.PA3556","0.185",,"0.938",,,"0.05","0.992","0.862"
"29252","1266.7739951211825","pp","208964.PA4646 (pp) 208964.PA5173","false","pp","208964.PA4646 (pp) 208964.PA5173",,,"0.893",,,"0.052","0.894",
"29253","682.8221956594888","pp","208964.PA4646 (pp) 208964.PA5177","false","pp","208964.PA4646 (pp) 208964.PA5177",,,"0.983",,,,"0.983",
"29254","1258.3403683930671","pp","208964.PA4646 (pp) 208964.PA4756","false","pp","208964.PA4646 (pp) 208964.PA4756","0.324",,"0.626",,,"0.061","0.843","0.415"
"29255","952.6527648327407","pp","208964.PA4646 (pp) 208964.PA5331","false","pp","208964.PA4646 (pp) 208964.PA5331","0.075",,"0.669","0.429",,,"0.923","0.614"
"29256","1119.924785810742","pp","208964.PA4646 (pp) 208964.PA5336","false","pp","208964.PA4646 (pp) 208964.PA5336","0.053","0.221","0.656",,,"0.067","0.777","0.203"
"29257","236.77776982969846","pp","208964.PA1135 (pp) 208964.PA1813","false","pp","208964.PA1135 (pp) 208964.PA1813",,,"0.955",,,,"0.964","0.226"
"29258","69.01421195024149","pp","208964.PA1135 (pp) 208964.PA5379","false","pp","208964.PA1135 (pp) 208964.PA5379",,,"0.903",,,,"0.903",
"29259","86.2705295461256","pp","208964.PA1135 (pp) 208964.PA3357","false","pp","208964.PA1135 (pp) 208964.PA3357",,,"0.966",,,,"0.966",
"29260","29.18514250685225","pp","208964.PA1135 (pp) 208964.PA3524","false","pp","208964.PA1135 (pp) 208964.PA3524",,,"0.943",,,,"0.949","0.134"
"29261","375.54825259897956","pp","208964.PA1135 (pp) 208964.PA1326","false","pp","208964.PA1135 (pp) 208964.PA1326",,,"0.93",,,,"0.93",
"29262","130.14708638319115","pp","208964.PA1135 (pp) 208964.PA2443","false","pp","208964.PA1135 (pp) 208964.PA2443",,,"0.953",,,,"0.953",
"29263","417.79227053321694","pp","208964.PA1135 (pp) 208964.PA3896","false","pp","208964.PA1135 (pp) 208964.PA3896",,,"0.952",,,,"0.952",
"29264","323.40944860563815","pp","208964.PA3797 (pp) 208964.PA4588","false","pp","208964.PA3797 (pp) 208964.PA4588",,,"0.965",,,,"0.965","0.044"
"29265","126.36028633351772","pp","208964.PA3797 (pp) 208964.PA4640","false","pp","208964.PA3797 (pp) 208964.PA4640",,,"0.929",,,,"0.929",
"29266","282.5234127847432","pp","208964.PA3797 (pp) 208964.PA5035","false","pp","208964.PA3797 (pp) 208964.PA5035",,,"0.965",,,,"0.965",
"29267","272.95535036133856","pp","208964.PA3797 (pp) 208964.PA5036","false","pp","208964.PA3797 (pp) 208964.PA5036",,"0.17","0.965",,,,"0.97",
"29268","305.9077905030272","pp","208964.PA3797 (pp) 208964.PA5192","false","pp","208964.PA3797 (pp) 208964.PA5192",,,"0.929",,,,"0.929",
"29269","289.92650168933415","pp","208964.PA3797 (pp) 208964.PA5436","false","pp","208964.PA3797 (pp) 208964.PA5436",,,"0.929",,,,"0.929",
"29270","491.1691809409928","pp","208964.PA4645 (pp) 208964.PA5177","false","pp","208964.PA4645 (pp) 208964.PA5177",,,"0.983",,,,"0.983",
"29271","1465.7527716363134","pp","208964.PA4645 (pp) 208964.PA4854","false","pp","208964.PA4645 (pp) 208964.PA4854","0.178",,"0.965",,,"0.335","0.993","0.661"
"29272","73.54142377079695","pp","208964.PA4645 (pp) 208964.PA5298","false","pp","208964.PA4645 (pp) 208964.PA5298",,,"0.8","0.127",,"0.051","0.82",
"29273","4018.2427864196725","pp","208964.PA4645 (pp) 208964.PA4938","false","pp","208964.PA4645 (pp) 208964.PA4938","0.363",,"0.9",,,"0.617","0.978","0.217"
"29274","2166.9717456496005","pp","208964.PA4645 (pp) 208964.PA5336","false","pp","208964.PA4645 (pp) 208964.PA5336","0.066","0.162","0.9",,,"0.066","0.933","0.229"
"29275","2.0","pp","208964.PA4648 (pp) 208964.PA4649","false","pp","208964.PA4648 (pp) 208964.PA4649","0.576","0.474",,,,"0.742","0.937",
"29276","2.0","pp","208964.PA4648 (pp) 208964.PA4650","false","pp","208964.PA4648 (pp) 208964.PA4650","0.237","0.542",,,,"0.742","0.902",
"29277","2.0","pp","208964.PA4648 (pp) 208964.PA4651","false","pp","208964.PA4648 (pp) 208964.PA4651","0.126","0.782",,,,"0.696","0.937",
"29278","3608.0","pp","208964.PA4648 (pp) 208964.PA4652","false","pp","208964.PA4648 (pp) 208964.PA4652","0.077","0.783",,,,"0.661","0.926",
"29279","2.0","pp","208964.PA4648 (pp) 208964.PA4653","false","pp","208964.PA4648 (pp) 208964.PA4653","0.193","0.569",,,,"0.67","0.875",
"29280","2.0","pp","208964.PA4649 (pp) 208964.PA4650","false","pp","208964.PA4649 (pp) 208964.PA4650","0.304","0.486",,,,"0.848","0.941",
"29281","2.0","pp","208964.PA4649 (pp) 208964.PA4651","false","pp","208964.PA4649 (pp) 208964.PA4651","0.149","0.78",,,,"0.792","0.958",
"29282","3608.0","pp","208964.PA4649 (pp) 208964.PA4652","false","pp","208964.PA4649 (pp) 208964.PA4652","0.093","0.779",,,,"0.751","0.946",
"29283","2.0","pp","208964.PA4649 (pp) 208964.PA4653","false","pp","208964.PA4649 (pp) 208964.PA4653","0.227","0.538",,,,"0.758","0.906",
"29284","6.0","pp","208964.PA0290 (pp) 208964.PA2133","false","pp","208964.PA0290 (pp) 208964.PA2133",,"0.753",,,,,"0.962","0.854"
"29285","1763.5676096807547","pp","208964.PA2470 (pp) 208964.PA2471","false","pp","208964.PA2470 (pp) 208964.PA2471","0.088","0.243","0.97",,,"0.844","0.997","0.115"
"29286","955.5676538641115","pp","208964.PA2470 (pp) 208964.PA2518","false","pp","208964.PA2470 (pp) 208964.PA2518",,"0.168",,,,"0.053","0.871","0.849"
"29287","4915.367366156478","pp","208964.PA2470 (pp) 208964.PA4122","false","pp","208964.PA2470 (pp) 208964.PA4122",,,"0.873",,,"0.203","0.9","0.087"
"29288","3280.395032618325","pp","208964.PA2470 (pp) 208964.PA4217","false","pp","208964.PA2470 (pp) 208964.PA4217",,"0.455","0.952",,,"0.114","0.976","0.085"
"29289","2.0","pp","208964.PA4650 (pp) 208964.PA4651","false","pp","208964.PA4650 (pp) 208964.PA4651","0.148","0.783",,,,"0.792","0.958",
"29290","3608.0","pp","208964.PA4650 (pp) 208964.PA4652","false","pp","208964.PA4650 (pp) 208964.PA4652","0.223","0.783",,,,"0.751","0.963","0.231"
"29291","2.0","pp","208964.PA4650 (pp) 208964.PA4653","false","pp","208964.PA4650 (pp) 208964.PA4653","0.229","0.651",,,,"0.758","0.929",
"29292","1487.6599476848785","pp","208964.PA0292 (pp) 208964.PA0293","false","pp","208964.PA0292 (pp) 208964.PA0293","0.071","0.776","0.9",,,"0.6","0.999","0.908"
"29293","2160.420048723724","pp","208964.PA0292 (pp) 208964.PA4519","false","pp","208964.PA0292 (pp) 208964.PA4519",,,"0.823",,,"0.066","0.837","0.091"
"29294","4144.936075355957","pp","208964.PA0292 (pp) 208964.PA0626","false","pp","208964.PA0292 (pp) 208964.PA0626",,,,,,,"0.85","0.85"
"29295","770.3663788981867","pp","208964.PA0292 (pp) 208964.PA4773","false","pp","208964.PA0292 (pp) 208964.PA4773",,,"0.804",,,"0.162","0.838","0.095"
"29296","1601.9235932333893","pp","208964.PA0292 (pp) 208964.PA1818","false","pp","208964.PA0292 (pp) 208964.PA1818",,,"0.95",,,"0.066","0.986","0.733"
"29297","1707.0052325468944","pp","208964.PA0292 (pp) 208964.PA4839","false","pp","208964.PA0292 (pp) 208964.PA4839",,"0.208","0.965",,,"0.617","0.99","0.177"
"29298","1413.407355254271","pp","208964.PA0293 (pp) 208964.PA1687","false","pp","208964.PA0293 (pp) 208964.PA1687",,,"0.527",,,"0.079","0.855","0.693"
"29299","3724.7402643898845","pp","208964.PA0293 (pp) 208964.PA2842","false","pp","208964.PA0293 (pp) 208964.PA2842",,,"0.88",,,,"0.981","0.847"
"29300","1915.5223066840374","pp","208964.PA0293 (pp) 208964.PA4519","false","pp","208964.PA0293 (pp) 208964.PA4519",,,"0.66",,,"0.082","0.95","0.854"
"29301","10094.413450978123","pp","208964.PA0293 (pp) 208964.PA4730","false","pp","208964.PA0293 (pp) 208964.PA4730",,,"0.928",,,,"0.929","0.048"
"29302","8986.975447305802","pp","208964.PA0293 (pp) 208964.PA4731","false","pp","208964.PA0293 (pp) 208964.PA4731",,,"0.888",,,"0.483","0.94",
"29303","1328.4548098269452","pp","208964.PA0293 (pp) 208964.PA4774","false","pp","208964.PA0293 (pp) 208964.PA4774",,,"0.527",,,"0.079","0.854","0.692"
"29304","3523.7207985807127","pp","208964.PA0293 (pp) 208964.PA0299","false","pp","208964.PA0293 (pp) 208964.PA0299",,,"0.964",,,"0.16","0.973","0.18"
"29305","31469.454654343368","pp","208964.PA0293 (pp) 208964.PA5035","false","pp","208964.PA0293 (pp) 208964.PA5035",,,"0.8",,,"0.09","0.81",
"29306","67010.51288192665","pp","208964.PA0293 (pp) 208964.PA0626","false","pp","208964.PA0293 (pp) 208964.PA0626",,,,,,,"0.849","0.849"
