"SUID","400667.A1S_3095","EdgeBetweenness","interaction","name","pp","selected","shared interaction","shared name","stringdb::coexpression","stringdb::cooccurrence","stringdb::databases","stringdb::experiments","stringdb::interspecies","stringdb::neighborhood","stringdb::score","stringdb::textmining"
"6907","","363.01097857","pp","272620.KPN_00793 (pp) 272620.KPN_04249","","false","pp","272620.KPN_00793 (pp) 272620.KPN_04249",,,"0.873",,,,"0.879","0.088"
"6908","","339.16124674","pp","272620.KPN_00793 (pp) 272620.KPN_04657","","false","pp","272620.KPN_00793 (pp) 272620.KPN_04657",,,"0.873",,,,"0.873",
"6909","","56.19466464","pp","272620.KPN_00793 (pp) 272620.KPN_04656","","false","pp","272620.KPN_00793 (pp) 272620.KPN_04656",,,"0.873",,,,"0.873",
"6910","","81.47097245","pp","272620.KPN_00793 (pp) 272620.KPN_04149","","false","pp","272620.KPN_00793 (pp) 272620.KPN_04149",,"0.157","0.873",,,,"0.888",
"6911","","319.15455202","pp","272620.KPN_00793 (pp) 272620.KPN_02899","","false","pp","272620.KPN_00793 (pp) 272620.KPN_02899",,,"0.873",,,"0.08","0.881","0.067"
"6912","","475.36328632","pp","272620.KPN_00793 (pp) 272620.KPN_01517","","false","pp","272620.KPN_00793 (pp) 272620.KPN_01517",,,"0.775",,,,"0.775",
"6913","","157.90464467","pp","272620.KPN_00793 (pp) 272620.KPN_01165","","false","pp","272620.KPN_00793 (pp) 272620.KPN_01165",,,"0.873",,,,"0.876","0.062"
"6914","","609.1847489","pp","272620.KPN_00793 (pp) 272620.KPN_01139","","false","pp","272620.KPN_00793 (pp) 272620.KPN_01139",,,"0.799",,,,"0.83","0.187"
"6915","","1398.11073695","pp","272620.KPN_00793 (pp) 272620.KPN_04576","","false","pp","272620.KPN_00793 (pp) 272620.KPN_04576",,,"0.873",,,,"0.873",
"6916","","817.18767708","pp","272620.KPN_00793 (pp) 272620.KPN_01041","","false","pp","272620.KPN_00793 (pp) 272620.KPN_01041",,,"0.873",,,,"0.883","0.116"
"6917","","530.50578335","pp","272620.KPN_00793 (pp) 272620.KPN_01021","","false","pp","272620.KPN_00793 (pp) 272620.KPN_01021",,"0.122","0.873",,,"0.074","0.888",
"6918","","83.68134819","pp","272620.KPN_00793 (pp) 272620.KPN_01203","","false","pp","272620.KPN_00793 (pp) 272620.KPN_01203",,"0.164","0.873",,,,"0.892","0.062"
"6919","","297.47753237","pp","272620.KPN_00793 (pp) 272620.KPN_00796","","false","pp","272620.KPN_00793 (pp) 272620.KPN_00796","0.206","0.34","0.368",,,"0.566","0.945","0.679"
"6920","","1728.40299579","pp","272620.KPN_00793 (pp) 272620.KPN_00795","","false","pp","272620.KPN_00793 (pp) 272620.KPN_00795","0.175","0.396","0.186",,,"0.492","0.866","0.448"
"6921","","2.84126984","pp","272620.KPN_03819 (pp) 272620.KPN_03822","","false","pp","272620.KPN_03819 (pp) 272620.KPN_03822","0.162","0.782","0.828",,,"0.054","0.968","0.076"
"6922","","2.84126984","pp","272620.KPN_03819 (pp) 272620.KPN_03820","","false","pp","272620.KPN_03819 (pp) 272620.KPN_03820","0.162","0.782","0.828",,,"0.657","0.988","0.076"
"6923","","2.79365079","pp","272620.KPN_00305 (pp) 272620.KPN_03819","","false","pp","272620.KPN_00305 (pp) 272620.KPN_03819","0.162","0.771","0.177",,,"0.054","0.837","0.076"
"6924","","2.85714286","pp","272620.KPN_00305 (pp) 272620.KPN_03818","","false","pp","272620.KPN_00305 (pp) 272620.KPN_03818",,"0.699","0.238",,,"0.058","0.777","0.09"
"6925","","275.10714286","pp","272620.KPN_00305 (pp) 272620.KPN_03817","","false","pp","272620.KPN_00305 (pp) 272620.KPN_03817",,"0.751","0.239",,,"0.058","0.816","0.091"
"6926","","2.82142857","pp","272620.KPN_00305 (pp) 272620.KPN_03816","","false","pp","272620.KPN_00305 (pp) 272620.KPN_03816",,"0.766","0.177",,,"0.054","0.809","0.076"
"6927","","628.50563295","pp","272620.KPN_02724 (pp) 272620.KPN_04670","","false","pp","272620.KPN_02724 (pp) 272620.KPN_04670",,,"0.873",,,,"0.877","0.07"
"6928","","448.02544529","pp","272620.KPN_02724 (pp) 272620.KPN_04580","","false","pp","272620.KPN_02724 (pp) 272620.KPN_04580",,"0.209","0.873",,,,"0.913","0.2"
"6929","","561.89167023","pp","272620.KPN_02724 (pp) 272620.KPN_04478","","false","pp","272620.KPN_02724 (pp) 272620.KPN_04478","0.447",,"0.873",,,,"0.946","0.293"
"6930","","463.95687074","pp","272620.KPN_02724 (pp) 272620.KPN_04395","","false","pp","272620.KPN_02724 (pp) 272620.KPN_04395",,,"0.873",,,,"0.888","0.152"
"6931","","2060.7411243","pp","272620.KPN_02724 (pp) 272620.KPN_04340","","false","pp","272620.KPN_02724 (pp) 272620.KPN_04340","0.268","0.647","0.54","0.313",,"0.114","0.926","0.173"
"6932","","1843.27437233","pp","272620.KPN_02724 (pp) 272620.KPN_03212","","false","pp","272620.KPN_02724 (pp) 272620.KPN_03212",,,"0.873",,,,"0.873",
"6933","","2.84126984","pp","272620.KPN_00304 (pp) 272620.KPN_03822","","false","pp","272620.KPN_00304 (pp) 272620.KPN_03822","0.162","0.728","0.177",,,"0.054","0.806","0.076"
"6934","","2.84126984","pp","272620.KPN_00304 (pp) 272620.KPN_03820","","false","pp","272620.KPN_00304 (pp) 272620.KPN_03820","0.162","0.74","0.177",,,"0.054","0.815","0.076"
"6935","","2.50793651","pp","272620.KPN_00304 (pp) 272620.KPN_03818","","false","pp","272620.KPN_00304 (pp) 272620.KPN_03818","0.274","0.69","0.32",,,"0.062","0.845","0.089"
"6936","","274.75793651","pp","272620.KPN_00304 (pp) 272620.KPN_03817","","false","pp","272620.KPN_00304 (pp) 272620.KPN_03817","0.23","0.778","0.321",,,"0.062","0.884","0.095"
"6937","","2.47222222","pp","272620.KPN_00304 (pp) 272620.KPN_03816","","false","pp","272620.KPN_00304 (pp) 272620.KPN_03816","0.141","0.782","0.218",,,"0.056","0.851","0.089"
"6938","","2.79365079","pp","272620.KPN_00304 (pp) 272620.KPN_00305","","false","pp","272620.KPN_00304 (pp) 272620.KPN_00305","0.162","0.784","0.828",,,"0.799","0.993","0.076"
"6939","","3.17460317","pp","272620.KPN_00303 (pp) 272620.KPN_03819","","false","pp","272620.KPN_00303 (pp) 272620.KPN_03819","0.274","0.567","0.32",,,"0.062","0.782","0.08"
"6940","","275.48809524","pp","272620.KPN_00303 (pp) 272620.KPN_03817","","false","pp","272620.KPN_00303 (pp) 272620.KPN_03817","0.186","0.765","0.407",,,"0.072","0.89","0.114"
"6941","","3.20238095","pp","272620.KPN_00303 (pp) 272620.KPN_03816","","false","pp","272620.KPN_00303 (pp) 272620.KPN_03816","0.176","0.776","0.321",,,"0.062","0.874","0.094"
"6942","","2.28571429","pp","272620.KPN_00303 (pp) 272620.KPN_00305","","false","pp","272620.KPN_00303 (pp) 272620.KPN_00305",,"0.784","0.8",,,"0.796","0.991","0.09"
"6943","","3.17460317","pp","272620.KPN_00303 (pp) 272620.KPN_00304","","false","pp","272620.KPN_00303 (pp) 272620.KPN_00304","0.274","0.632","0.8",,,"0.845","0.991","0.084"
"6944","","2450.86904762","pp","272620.KPN_00302 (pp) 272620.KPN_03822","","false","pp","272620.KPN_00302 (pp) 272620.KPN_03822",,"0.715","0.595",,,"0.057","0.882",
"6945","","2450.86904762","pp","272620.KPN_00302 (pp) 272620.KPN_03820","","false","pp","272620.KPN_00302 (pp) 272620.KPN_03820",,"0.729","0.595",,,"0.057","0.887",
"6946","","2450.47222222","pp","272620.KPN_00302 (pp) 272620.KPN_03819","","false","pp","272620.KPN_00302 (pp) 272620.KPN_03819",,"0.781","0.63",,,"0.058","0.917",
"6947","","2450.53571429","pp","272620.KPN_00302 (pp) 272620.KPN_03818","","false","pp","272620.KPN_00302 (pp) 272620.KPN_03818",,"0.76","0.539",,,"0.07","0.948","0.55"
"6948","","2450.5","pp","272620.KPN_00302 (pp) 272620.KPN_03816","","false","pp","272620.KPN_00302 (pp) 272620.KPN_03816",,"0.482","0.627",,,"0.074","0.881","0.413"
"6949","","23936.0","pp","272620.KPN_00302 (pp) 272620.KPN_01617","","false","pp","272620.KPN_00302 (pp) 272620.KPN_01617",,"0.298","0.928",,,"0.251","0.963","0.131"
"6950","","2451.20238095","pp","272620.KPN_00302 (pp) 272620.KPN_00303","","false","pp","272620.KPN_00302 (pp) 272620.KPN_00303",,"0.783","0.539",,,"0.845","0.983",
"6951","","2450.82142857","pp","272620.KPN_00302 (pp) 272620.KPN_00305","","false","pp","272620.KPN_00302 (pp) 272620.KPN_00305",,"0.781","0.595",,,"0.796","0.98",
"6952","","2450.47222222","pp","272620.KPN_00302 (pp) 272620.KPN_00304","","false","pp","272620.KPN_00302 (pp) 272620.KPN_00304",,"0.784","0.63",,,"0.845","0.987",
"6953","","720.01666264","pp","272620.KPN_01875 (pp) 272620.KPN_02659","","false","pp","272620.KPN_01875 (pp) 272620.KPN_02659",,,"0.873",,,,"0.873",
"6954","","427.38558365","pp","272620.KPN_01875 (pp) 272620.KPN_02661","","false","pp","272620.KPN_01875 (pp) 272620.KPN_02661",,,"0.802",,,"0.084","0.811",
"6955","","442.00924988","pp","272620.KPN_01875 (pp) 272620.KPN_02658","","false","pp","272620.KPN_01875 (pp) 272620.KPN_02658",,,"0.873",,,"0.483","0.932",
"6956","","226.61434755","pp","272620.KPN_02723 (pp) 272620.KPN_04340","","false","pp","272620.KPN_02723 (pp) 272620.KPN_04340",,"0.439","0.9",,,,"0.941",
"6957","","1748.31176539","pp","272620.KPN_02723 (pp) 272620.KPN_04339","","false","pp","272620.KPN_02723 (pp) 272620.KPN_04339","0.137","0.536","0.9","0.193",,"0.054","0.965","0.08"
"6958","","1225.60946592","pp","272620.KPN_02723 (pp) 272620.KPN_02724","","false","pp","272620.KPN_02723 (pp) 272620.KPN_02724","0.268","0.748","0.952","0.313",,"0.857","0.999","0.173"
"6959","","275.1547619","pp","272620.KPN_03817 (pp) 272620.KPN_03822","","false","pp","272620.KPN_03817 (pp) 272620.KPN_03822",,"0.781","0.239",,,"0.058","0.838","0.091"
"6960","","275.1547619","pp","272620.KPN_03817 (pp) 272620.KPN_03820","","false","pp","272620.KPN_03817 (pp) 272620.KPN_03820",,"0.782","0.239",,,"0.652","0.94","0.091"
"6961","","274.75793651","pp","272620.KPN_03817 (pp) 272620.KPN_03819","","false","pp","272620.KPN_03817 (pp) 272620.KPN_03819","0.23","0.784","0.321",,,"0.845","0.981","0.095"
"6962","","274.82142857","pp","272620.KPN_03817 (pp) 272620.KPN_03818","","false","pp","272620.KPN_03817 (pp) 272620.KPN_03818","0.186","0.783","0.407",,,"0.845","0.991","0.55"
"6963","","2.28571429","pp","272620.KPN_03818 (pp) 272620.KPN_03822","","false","pp","272620.KPN_03818 (pp) 272620.KPN_03822",,"0.784","0.8",,,"0.058","0.958","0.09"
"6964","","2.28571429","pp","272620.KPN_03818 (pp) 272620.KPN_03820","","false","pp","272620.KPN_03818 (pp) 272620.KPN_03820",,"0.784","0.8",,,"0.652","0.984","0.09"
"6965","","2.50793651","pp","272620.KPN_03818 (pp) 272620.KPN_03819","","false","pp","272620.KPN_03818 (pp) 272620.KPN_03819","0.274","0.624","0.8",,,"0.845","0.991","0.083"
"6966","","2.0","pp","272620.KPN_00306 (pp) 272620.KPN_00307","","false","pp","272620.KPN_00306 (pp) 272620.KPN_00307","0.179","0.785","0.407","0.206",,"0.845","0.986","0.116"
"6967","","2.86904762","pp","272620.KPN_03816 (pp) 272620.KPN_03822","","false","pp","272620.KPN_03816 (pp) 272620.KPN_03822",,"0.776","0.177",,,"0.054","0.817","0.076"
"6968","","2.86904762","pp","272620.KPN_03816 (pp) 272620.KPN_03820","","false","pp","272620.KPN_03816 (pp) 272620.KPN_03820",,"0.778","0.177",,,"0.643","0.932","0.076"
"6969","","2.47222222","pp","272620.KPN_03816 (pp) 272620.KPN_03819","","false","pp","272620.KPN_03816 (pp) 272620.KPN_03819","0.141","0.784","0.218",,,"0.829","0.973","0.089"
"6970","","2.53571429","pp","272620.KPN_03816 (pp) 272620.KPN_03818","","false","pp","272620.KPN_03816 (pp) 272620.KPN_03818","0.176","0.782","0.321",,,"0.83","0.991","0.652"
"6971","","274.25","pp","272620.KPN_03816 (pp) 272620.KPN_03817","","false","pp","272620.KPN_03816 (pp) 272620.KPN_03817","0.176","0.479","0.321","0.197",,"0.83","0.972","0.422"
"6972","","183.34070957","pp","272620.KPN_01870 (pp) 272620.KPN_01875","","false","pp","272620.KPN_01870 (pp) 272620.KPN_01875","0.269","0.776",,,,"0.691","0.955","0.222"
"6973","","239.97677327","pp","272620.KPN_01870 (pp) 272620.KPN_01874","","false","pp","272620.KPN_01870 (pp) 272620.KPN_01874","0.176","0.782",,,,"0.692","0.974","0.584"
"6974","","1044.74642686","pp","272620.KPN_01870 (pp) 272620.KPN_01873","","false","pp","272620.KPN_01870 (pp) 272620.KPN_01873","0.176","0.781","0.238",,,"0.732","0.97","0.306"
"6975","","362.96804515","pp","272620.KPN_01870 (pp) 272620.KPN_01872","","false","pp","272620.KPN_01870 (pp) 272620.KPN_01872","0.175","0.784","0.873",,,"0.902","0.998","0.358"
"6976","","362.96804515","pp","272620.KPN_01870 (pp) 272620.KPN_01871","","false","pp","272620.KPN_01870 (pp) 272620.KPN_01871","0.176","0.784","0.873",,,"0.902","0.998","0.425"
"6977","","3.1547619","pp","272620.KPN_00301 (pp) 272620.KPN_03822","","false","pp","272620.KPN_00301 (pp) 272620.KPN_03822",,"0.73","0.177",,,"0.054","0.78","0.076"
"6978","","3.1547619","pp","272620.KPN_00301 (pp) 272620.KPN_03820","","false","pp","272620.KPN_00301 (pp) 272620.KPN_03820",,"0.741","0.177",,,"0.054","0.789","0.076"
"6979","","2.75793651","pp","272620.KPN_00301 (pp) 272620.KPN_03819","","false","pp","272620.KPN_00301 (pp) 272620.KPN_03819","0.141","0.782","0.218",,,"0.056","0.851","0.089"
"6980","","3.10714286","pp","272620.KPN_00301 (pp) 272620.KPN_00305","","false","pp","272620.KPN_00301 (pp) 272620.KPN_00305",,"0.781","0.177",,,"0.799","0.962","0.076"
"6981","","2.75793651","pp","272620.KPN_00301 (pp) 272620.KPN_00304","","false","pp","272620.KPN_00301 (pp) 272620.KPN_00304","0.141","0.784","0.218",,,"0.847","0.976","0.089"
"6982","","2.82142857","pp","272620.KPN_00301 (pp) 272620.KPN_03818","","false","pp","272620.KPN_00301 (pp) 272620.KPN_03818","0.176","0.766","0.321",,,"0.062","0.868","0.094"
"6983","","3.48809524","pp","272620.KPN_00301 (pp) 272620.KPN_00303","","false","pp","272620.KPN_00301 (pp) 272620.KPN_00303","0.176","0.783","0.321",,,"0.848","0.98","0.094"
"6984","","2178.25","pp","272620.KPN_00301 (pp) 272620.KPN_00302","","false","pp","272620.KPN_00301 (pp) 272620.KPN_00302",,"0.482","0.627",,,"0.85","0.969",
"6985","","1970.10568463","pp","272620.KPN_01874 (pp) 272620.KPN_02652","","false","pp","272620.KPN_01874 (pp) 272620.KPN_02652",,,"0.794",,,"0.047","0.795",
"6986","","225.55294337","pp","272620.KPN_01874 (pp) 272620.KPN_01875","","false","pp","272620.KPN_01874 (pp) 272620.KPN_01875","0.504","0.783","0.873",,,"0.831","0.999","0.654"
"6987","","2073.79870835","pp","272620.KPN_01632 (pp) 272620.KPN_03503","","false","pp","272620.KPN_01632 (pp) 272620.KPN_03503",,,"0.81",,,,"0.81",
"6988","","1631.99170515","pp","272620.KPN_01632 (pp) 272620.KPN_04413","","false","pp","272620.KPN_01632 (pp) 272620.KPN_04413","0.137",,"0.873",,,"0.066","0.912","0.241"
"6989","","299.66013941","pp","272620.KPN_01632 (pp) 272620.KPN_04395","","false","pp","272620.KPN_01632 (pp) 272620.KPN_04395","0.08",,"0.873","0.226",,"0.08","0.906",
"6990","","630.65250438","pp","272620.KPN_01632 (pp) 272620.KPN_04271","","false","pp","272620.KPN_01632 (pp) 272620.KPN_04271",,,"0.873",,,,"0.875","0.055"
"6991","","543.44300844","pp","272620.KPN_01632 (pp) 272620.KPN_04269","","false","pp","272620.KPN_01632 (pp) 272620.KPN_04269",,,"0.873",,,"0.044","0.888","0.152"
"6992","","233.58028639","pp","272620.KPN_01632 (pp) 272620.KPN_04268","","false","pp","272620.KPN_01632 (pp) 272620.KPN_04268",,,"0.873",,,,"0.873",
"6993","","709.0325545","pp","272620.KPN_01632 (pp) 272620.KPN_04837","","false","pp","272620.KPN_01632 (pp) 272620.KPN_04837",,,"0.873",,,,"0.873","0.044"
"6994","","187.68253491","pp","272620.KPN_01632 (pp) 272620.KPN_02369","","false","pp","272620.KPN_01632 (pp) 272620.KPN_02369","0.08",,"0.541","0.131",,"0.043","0.834","0.6"
"6995","","440.9697102","pp","272620.KPN_01632 (pp) 272620.KPN_02367","","false","pp","272620.KPN_01632 (pp) 272620.KPN_02367","0.08",,"0.873","0.106",,,"0.893","0.094"
"6996","","551.35139533","pp","272620.KPN_01632 (pp) 272620.KPN_02365","","false","pp","272620.KPN_01632 (pp) 272620.KPN_02365",,,"0.873",,,,"0.873",
"6997","","309.11517398","pp","272620.KPN_01632 (pp) 272620.KPN_02160","","false","pp","272620.KPN_01632 (pp) 272620.KPN_02160","0.051",,"0.873",,,,"0.89","0.158"
"6998","","204.46217698","pp","272620.KPN_01632 (pp) 272620.KPN_02133","","false","pp","272620.KPN_01632 (pp) 272620.KPN_02133","0.08",,"0.541","0.131",,"0.043","0.834","0.6"
"6999","","79.42385183","pp","272620.KPN_01632 (pp) 272620.KPN_01847","","false","pp","272620.KPN_01632 (pp) 272620.KPN_01847","0.075",,"0.873","0.119",,,"0.887",
"7000","","257.68668129","pp","272620.KPN_01632 (pp) 272620.KPN_02797","","false","pp","272620.KPN_01632 (pp) 272620.KPN_02797","0.075",,"0.873","0.119",,,"0.887",
"7001","","1382.42784878","pp","272620.KPN_01873 (pp) 272620.KPN_02652","","false","pp","272620.KPN_01873 (pp) 272620.KPN_02652",,"0.143","0.793",,,,"0.815",
"7002","","114.9817493","pp","272620.KPN_01873 (pp) 272620.KPN_01949","","false","pp","272620.KPN_01873 (pp) 272620.KPN_01949","0.175","0.307","0.619",,,"0.079","0.832","0.289"
"7003","","733.09208454","pp","272620.KPN_01873 (pp) 272620.KPN_01875","","false","pp","272620.KPN_01873 (pp) 272620.KPN_01875","0.453","0.781","0.873",,,"0.624","0.996","0.434"
"7004","","96.76901295","pp","272620.KPN_01873 (pp) 272620.KPN_01874","","false","pp","272620.KPN_01873 (pp) 272620.KPN_01874","0.81","0.782","0.648",,,"0.775","0.998","0.604"
"7005","","249.3447385","pp","272620.KPN_01872 (pp) 272620.KPN_01875","","false","pp","272620.KPN_01872 (pp) 272620.KPN_01875",,"0.781",,,,"0.428","0.933","0.506"
"7006","","190.73974437","pp","272620.KPN_01872 (pp) 272620.KPN_01874","","false","pp","272620.KPN_01872 (pp) 272620.KPN_01874",,"0.784",,,,"0.692","0.945","0.236"
"7007","","279.73205418","pp","272620.KPN_01872 (pp) 272620.KPN_01873","","false","pp","272620.KPN_01872 (pp) 272620.KPN_01873",,"0.783",,,,"0.561","0.921","0.235"
"7008","","3098.32900988","pp","272620.KPN_01872 (pp) 272620.KPN_04478","","false","pp","272620.KPN_01872 (pp) 272620.KPN_04478",,,"0.805",,,"0.05","0.813","0.073"
"7009","","3098.32900988","pp","272620.KPN_01871 (pp) 272620.KPN_04478","","false","pp","272620.KPN_01871 (pp) 272620.KPN_04478",,,"0.805",,,,"0.805",
"7010","","249.3447385","pp","272620.KPN_01871 (pp) 272620.KPN_01875","","false","pp","272620.KPN_01871 (pp) 272620.KPN_01875",,"0.781","0.658",,,"0.428","0.956","0.094"
"7011","","190.73974437","pp","272620.KPN_01871 (pp) 272620.KPN_01874","","false","pp","272620.KPN_01871 (pp) 272620.KPN_01874",,"0.784","0.658",,,"0.692","0.977","0.1"
"7012","","279.73205418","pp","272620.KPN_01871 (pp) 272620.KPN_01873","","false","pp","272620.KPN_01871 (pp) 272620.KPN_01873",,"0.783","0.648",,,"0.561","0.97","0.217"
"7013","","2.0","pp","272620.KPN_01871 (pp) 272620.KPN_01872","","false","pp","272620.KPN_01871 (pp) 272620.KPN_01872","0.622","0.784","0.873",,,"0.845","0.998","0.15"
"7014","","402.75187387","pp","272620.KPN_02719 (pp) 272620.KPN_03761","","false","pp","272620.KPN_02719 (pp) 272620.KPN_03761","0.275","0.445","0.503",,,"0.483","0.986","0.882"
"7015","","782.68204295","pp","272620.KPN_02719 (pp) 272620.KPN_04399","","false","pp","272620.KPN_02719 (pp) 272620.KPN_04399","0.138",,"0.733",,,"0.06","0.777","0.089"
"7016","","635.31961705","pp","272620.KPN_02719 (pp) 272620.KPN_03760","","false","pp","272620.KPN_02719 (pp) 272620.KPN_03760","0.25","0.522","0.873",,,"0.483","0.998","0.938"
"7017","","204.73187869","pp","272620.KPN_02719 (pp) 272620.KPN_03746","","false","pp","272620.KPN_02719 (pp) 272620.KPN_03746","0.097","0.368","0.873",,,"0.109","0.947","0.308"
"7018","","221.46011231","pp","272620.KPN_02719 (pp) 272620.KPN_02922","","false","pp","272620.KPN_02719 (pp) 272620.KPN_02922","0.068",,"0.965","0.117",,"0.302","0.991","0.61"
"7019","","264.0533909","pp","272620.KPN_02719 (pp) 272620.KPN_02920","","false","pp","272620.KPN_02719 (pp) 272620.KPN_02920","0.08","0.37","0.965","0.117",,"0.088","0.994","0.694"
"7020","","205.49370842","pp","272620.KPN_02719 (pp) 272620.KPN_03682","","false","pp","272620.KPN_02719 (pp) 272620.KPN_03682","0.079","0.685","0.336",,,"0.078","0.963","0.822"
"7021","","1351.41020862","pp","272620.KPN_02719 (pp) 272620.KPN_03599","","false","pp","272620.KPN_02719 (pp) 272620.KPN_03599",,,"0.893",,,"0.071","0.927","0.327"
"7022","","1207.89339337","pp","272620.KPN_02719 (pp) 272620.KPN_02876","","false","pp","272620.KPN_02719 (pp) 272620.KPN_02876","0.195",,"0.733",,,"0.075","0.832","0.256"
"7023","","1390.83092246","pp","272620.KPN_03809 (pp) 272620.KPN_03952","","false","pp","272620.KPN_03809 (pp) 272620.KPN_03952","0.08",,"0.873",,,,"0.884","0.087"
"7024","","570.11468059","pp","272620.KPN_03809 (pp) 272620.KPN_04321","","false","pp","272620.KPN_03809 (pp) 272620.KPN_04321",,,"0.873",,,,"0.873",
"7025","","2189.12777778","pp","272620.KPN_00338 (pp) 272620.KPN_03031","","false","pp","272620.KPN_00338 (pp) 272620.KPN_03031","0.18",,"0.4","0.416",,"0.081","0.817","0.413"
"7026","","6.87222222","pp","272620.KPN_00338 (pp) 272620.KPN_00339","","false","pp","272620.KPN_00338 (pp) 272620.KPN_00339","0.39","0.783","0.649","0.863",,"0.845","0.999","0.972"
"7027","","508.2580094","pp","272620.KPN_03846 (pp) 272620.KPN_03847","","false","pp","272620.KPN_03846 (pp) 272620.KPN_03847","0.672","0.683",,"0.189",,"0.845","0.995","0.645"
